1984	mens-sprint	Gold	USA	Mark Gorski	mark-gorski-1	http://www.sports-reference.com/olympics/athletes/go/mark-gorski-1.html
1984	mens-sprint	Silver	USA	Nelson Vails	nelson-vails-1	http://www.sports-reference.com/olympics/athletes/va/nelson-vails-1.html
1984	mens-sprint	Bronze	JPN	Tsutomu Sakamoto	tsutomu-sakamoto-1	http://www.sports-reference.com/olympics/athletes/sa/tsutomu-sakamoto-1.html
1980	mens-sprint	Gold	GDR	Lutz HeÃlich	lutz-hesslich-1	http://www.sports-reference.com/olympics/athletes/he/lutz-hesslich-1.html
1980	mens-sprint	Silver	FRA	YavÃ© Cahard	yave-cahard-1	http://www.sports-reference.com/olympics/athletes/ca/yave-cahard-1.html
1980	mens-sprint	Bronze	URS	Sergey Kopylov	sergey-kopylov-1	http://www.sports-reference.com/olympics/athletes/ko/sergey-kopylov-1.html
1976	mens-sprint	Gold	TCH	Anton TkÃ¡Ä	anton-tkac-1	http://www.sports-reference.com/olympics/athletes/tk/anton-tkac-1.html
1976	mens-sprint	Silver	FRA	Daniel Morelon	daniel-morelon-1	http://www.sports-reference.com/olympics/athletes/mo/daniel-morelon-1.html
1976	mens-sprint	Bronze	GDR	Hans-JÃ¼rgen Geschke	hans-jurgen-geschke-1	http://www.sports-reference.com/olympics/athletes/ge/hans-jurgen-geschke-1.html
1972	mens-sprint	Gold	FRA	Daniel Morelon	daniel-morelon-1	http://www.sports-reference.com/olympics/athletes/mo/daniel-morelon-1.html
1972	mens-sprint	Silver	AUS	John Nicholson	john-nicholson-1	http://www.sports-reference.com/olympics/athletes/ni/john-nicholson-1.html
1972	mens-sprint	Bronze	URS	Omar Pkhak'adze	omar-pkhakadze-1	http://www.sports-reference.com/olympics/athletes/pk/omar-pkhakadze-1.html
1968	mens-sprint	Gold	FRA	Daniel Morelon	daniel-morelon-1	http://www.sports-reference.com/olympics/athletes/mo/daniel-morelon-1.html
1968	mens-sprint	Silver	ITA	Giordano Turrini	giordano-turrini-1	http://www.sports-reference.com/olympics/athletes/tu/giordano-turrini-1.html
